ISBN	Title	Author	Rating	R Count	Score
0739303406	The Devil in the White City: Murder, Magic & Madness and the Fair that Changed America	Erik Larson	3.96	230135	2.8
0307408841	In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin	Erik Larson	3.76	79960	2.72
9780385418867	The power of myth	Joseph Campbell; Bill D. Moyers; Betty S. Flowers	4.28	25174	2.43
9781605980430	Sherlock Holmes and the King's Evil: And Other New Tales Featuring the World's Greatest Detective	Donald Thomas	3.49	159	2.43
9781436599030	Of Human Bondage (1915)	W. Somerset Maugham	4.07	25560	3.2
9780425228968	Demon Seed	Dean Koontz	3.31	8413	2.12
9780425224861	The Eyes of Darkness	Dean Koontz	3.71	9053	2.2
9780425104347	Darkfall	Dean Koontz	3.73	11855	2.22
9780425221808	Watchers	Dean Koontz	4.12	84682	2.67
9780451205421	The Door to December	Dean Koontz	3.86	22479	2.42
9780060988647	Lost	Gregory Maguire	2.77	10857	2.95
9780679600701	The origin of species by means of natural selection, or, The preservation of favored races in the struggle for life	Charles Darwin	3.94	42624	3.77
9780393310696	The Autobiography of Charles Darwin	Charles Darwin	3.77	740	1.96
9780743486286	The Heroin Diaries: A Year in the Life of a Shattered Rock Star	Nikki Sixx; Ian Gittins	4.11	14981	2.0
9780786206070	Cain His Brother	Anne Perry	3.91	1840	2.35
9780345440020	Funeral in Blue	Anne Perry	3.86	1697	2.09
9788466308830	The Twisted Root	Anne Perry	3.9	1995	2.05
9780345469304	Dark Assassin	Anne Perry	3.91	1549	2.08
9780786213016	The Silent Cry	Anne Perry	3.93	1617	2.21
9780385343831	The Tiger's Wife: A Novel	Téa Obreht	3.35	58516	2.36
9780385526340	Pygmy	Chuck Palahniuk	2.95	16131	2.75
9780224087155	Tell-All	Chuck Palahniuk	2.81	7878	2.52
9780099464679	Fugitives and refugees: a walk in Portland, Oregon	Chuck Palahniuk	3.51	6481	2.08
9780385517881	Snuff	Chuck Palahniuk	3.15	33577	2.24
9780307455871	The Audacity of Hope: Thoughts on Reclaiming the American Dream	Barack Obama	3.66	75970	2.83
9780307592873	The Infinities	John Banville	3.24	1523	3.19
9780380432813	Bridge to Terabithia	Katherine Paterson	3.94	235275	1.53
9780765306296	New Spring: The Novel	Robert Jordan	3.95	35588	2.28
9780712684545	The Silver Pigs	Paul Davis; Langdon; Lindsey Davis	3.97	5746	2.65
9781451623468	Encounter at Farpoint	David Gerrold	3.3	565	1.81
9780446563086	Abraham Lincoln: Vampire Hunter	Seth Grahame-Smith	3.7	93924	2.09
9780143114666	There once lived a woman who tried to kill her neighbor's baby: scary fairy tales	Li︠u︡dmila Petrushevskai︠a︡; Ludmilla Petrushevskaya; Keith Gessen	3.64	1481	1.66
9780811849647	Mastering the Grill: The Owner's Manual for Outdoor Cooking	Andrew Schloss; David Joachim; Alison Miksch	4.33	45	2.99
9780312379483	The Fire Kimono	Laura Joh Rowland	3.82	499	2.11
9780061011979	Bundori	Laura Joh Rowland	3.84	1118	2.5
9780312990039	The Dragon King's Palace	Laura Joh Rowland	3.84	692	2.45
9780312992095	The Assassin's Touch	Laura Joh Rowland	3.83	538	2.22
9780312945350	The Snow Empress: A Thriller	Laura Joh Rowland	3.74	638	2.17
9780312969226	The Concubine's Tattoo	Laura Joh Rowland	3.83	1219	2.51
9781845299040	Shinju	Laura Joh Rowland	3.82	1738	2.41
9780312974480	The Samurai's Wife	Laura Joh Rowland	3.91	1056	2.33
9780312983789	The Pillow Book of Lady Wisteria	Laura Joh Rowland	3.84	777	2.35
9780312979584	Black Lotus	Laura Joh Rowland	3.81	888	2.39
9780061010903	The Way of the Traitor	Laura Joh Rowland	3.86	854	2.39
9780312318895	The Perfumed Sleeve	Laura Joh Rowland	3.86	677	2.35
9780312379490	The Cloud Pavilion	Laura Joh Rowland	3.83	366	2.15
9780312948375	Red Chrysanthemum	Laura Joh Rowland	3.77	499	2.2
9780061124297	We Need to Talk about Kevin	Lionel Shriver	4.03	65110	3.5
9781429928137	Daemon’s Mark	Caitlin Kittredge	3.88	912	2.19
9781440655272	The Numbers Game	Michael Blastland; Andrew Dilnot	0	0	2.35
9781410422545	The Magicians	Lev Grossman	3.45	77557	3.0
9780071629973	The Original Curse: Did the Cubs Throw the 1918 World Series to Babe Ruth's Red Sox and Incite the Black Sox Scandal?	Sean Deveney	3.6	63	2.42
9781597223683	Deadly Greetings: A Card-making Mystery	Elizabeth Bright	3.49	122	1.81
9781597221337	Invitation to murder: a card-making mystery	Elizabeth Bright	3.44	168	1.71
9781841957869	The Game	Neil Strauss	3.74	10938	2.56
9780330463560	First Family	David Baldacci	3.9	15459	2.17
9780451457561	Deathstalker destiny: being the fifth and last part of the life and times of Owen Deathstalker	Simon R. Green	3.94	1380	2.25
9780304352302	The American Civil War and the wars of the Industrial Revolution	Brian Holden Reid; John Keegan	3.31	16	3.16
9780609606353	How the Scots invented the Modern World: the true story of how western Europe's poorest nation created our world & everything in it	Arthur Herman	3.89	1970	3.11
9780143104995	The Swiss Family Robinson	Johann David Wyss	3.91	58002	2.55
9780679732761	Invisible man	Ralph Ellison	3.79	79863	2.58
9780307378682	A good fall	Ha Jin	3.67	998	2.21
9780553578850	The Bounty Hunter Wars 1: The Mandalorian Armor	K. W. Jeter	3.54	3260	2.5
9780316715485	Hearing secret harmonies	Anthony Powell	4.21	603	2.76
9780753158135	A Question of Upbringing	Anthony Powell	3.72	1312	2.45
9780316715485	temporary kings	Anthony Powell	4.21	603	2.99
9780749306557	Casanova's Chinese Restaurant	Anthony Powell	4.21	271	2.69
9780316715485	books do furnish a room	Anthony Powell	4.21	603	2.79
9780006121947	A Dance to the music of time: a novel. At Lady Molly's	Anthony Powell	4.19	293	2.48
9781853260414	The Great Gatsby	F. Scott Fitzgerald	3.84	1707323	2.12
9781593083816	This Side of Paradise	F. Scott Fitzgerald	3.68	30016	2.82
9781458748225	Ecological Intelligence: Rediscovering Ourselves in Nature (EasyRead Large Edition)	Ian McCallum	4.19	32	2.81
9781585427666	The 2012 Story: The Myths, Fallacies, and Truth Behind the Most Intriguing Date in History	John Major Jenkins	2.92	64	3.32
9780515140873	Micah	Laurell K. Hamilton	3.58	30485	1.36
9780515134483	Circus of the Damned	Laurell K. Hamilton	4.15	65745	1.83
9780515134445	The Laughing Corpse	Laurell K. Hamilton	4.09	52542	1.93
9780755355341	The Killing Dance	Laurell K. Hamilton	4.11	45346	1.93
9780425198247	Incubus dreams	Laurell K. Hamilton	3.75	32801	2.27
9780515134476	Burnt Offerings	Laurell K. Hamilton	4.05	43575	1.99
9780755355396	Cerulean Sins	Laurell K. Hamilton	3.81	34222	2.04
9780755355372	Obsidian Butterfly	Laurell K. Hamilton	4.06	42553	2.21
9780755355297	Guilty Pleasures	Laurell K. Hamilton	4.0	83877	1.87
9781414336060	The Boy Who Came Back from Heaven: A Remarkable Account of Miracles, Angels, and Life Beyond This World	Kevin Malarkey; Alex Malarkey	3.91	6575	1.75
9781551667010	The Soul Catcher	Alex Kava	3.96	2845	2.02
9780806528748	King of the Godfathers: "Big Joey" Massino and the Fall of the Bonanno Crime Family	Anthony M. DeStefano	3.31	86	2.37
9780393329179	The courtier and the heretic: Leibniz, Spinoza, and the fate of God in the modern world	Matthew Stewart	3.92	455	3.09
0140283331	Lord of the Flies	William Golding	3.6	1194116	2.08
9780061073441	Schild's Ladder	Greg Egan	3.88	1165	2.7
9780446676076	Message in a Bottle	Nicholas Sparks	3.9	134054	1.69
9780393316049	Surely You're Joking, Mr. Feynman!	Richard P. Feynman	4.31	51464	2.09
9780385529914	The Greatest Trade Ever: The Behind-the-scenes Story of How John Paulson Defied Wall Street and Made Financial History	Gregory Zuckerman	3.94	2165	2.34
9781439159118	The River Kings' Road: A Novel of Ithelas	Liane Merciel	3.45	304	2.37
9780099319610	Binary	Michael Crichton	3.46	856	1.69
9781594202308	Denialism: How Irrational Thinking Hinders Scientific Progress, Harms the Planet, and Threatens Our Lives	Michael Specter	3.66	1073	2.76
9780676977110	Never Let Me Go	Kazuo Ishiguro	3.78	199911	1.71
9780199536221	Strange Case of Dr Jekyll and Mr Hyde and Other Tales	Robert Louis Stevenson	3.88	63644	2.82
9781439504420	Pale Blue Dot: A Vision of the Human Future in Space	Carl Sagan	4.31	11603	2.97
9780307388186	A Case of Exploding Mangoes	Mohammed Hanif	3.68	4372	2.27
9781933995922	The beautiful tree: a personal journey into how the world's poorest people are educating themselves	James Tooley	3.99	125	2.48
9780060747701	Confessions of a Wall Street Analyst: A True Story of Inside Information and Corruption in the Stock Market	Daniel Reingold; Jennifer Reingold	3.72	414	2.65
9780061020636	Moving Pictures	Terry Pratchett	3.85	30273	2.37
9781435274709	Wyrd Sisters	Terry Pratchett	4.06	42359	2.33
9780061059056	Hogfather	Terry Pratchett	4.16	37920	2.25
9780061020698	Equal Rites	Terry Pratchett	3.92	59724	2.18
9780451152978	The Light Fantastic	Terry Pratchett	3.87	53470	2.03
9780061092190	Men at Arms	Terry Pratchett	4.29	36492	2.27
9780552152921	The Colour of Magic	Terry Pratchett	3.93	135553	2.3
9780552152976	Small Gods	Terry Pratchett	4.24	55627	2.21
9780061161704	Unseen Academicals	Terry Pratchett	3.93	22484	2.52
9780613277617	Carpe Jugulum	Terry Pratchett	4.05	27587	2.22
9780061433047	I Shall Wear Midnight	Terry Pratchett	4.31	21674	2.15
9780061020407	The Fifth Elephant	Terry Pratchett	4.17	30537	2.22
9780451451682	Reaper Man	Terry Pratchett	4.24	38559	2.22
9780552153256	Feet of Clay	Terry Pratchett	4.2	35117	2.25
9780061020681	Mort	Terry Pratchett	4.15	74576	2.28
9780061040962	The Last Hero	Terry Pratchett	4.12	16811	1.74
9780385409896	The Last Continent	Terry Pratchett	3.93	25141	2.28
9780060012380	The Wee Free Men	Terry Pratchett	4.22	44516	1.84
9780613572316	Jingo	Terry Pratchett	4.04	27267	2.31
9780060815318	Thud!	Terry Pratchett	4.24	32880	2.22
9780380821211	Eric	Terry Pratchett	3.66	27526	1.89
9780061161643	Making Money	Terry Pratchett	4.18	29147	2.44
9780061031328	Thief of Time	Terry Pratchett	4.19	31473	2.23
9780061020643	Guards! Guards!	Terry Pratchett	4.27	70312	2.46
9780552562898	Wintersmith	Terry Pratchett	4.16	23903	1.86
9780451450449	Pyramids	Terry Pratchett	3.84	33232	2.38
9780451452252	Witches Abroad	Terry Pratchett	4.13	33907	2.17
9780061056918	Maskerade	Terry Pratchett	3.99	25758	2.17
9780061056925	Lords and Ladies	Terry Pratchett	4.09	33795	2.27
9780060586607	A Hat Full Of Sky	Terry Pratchett	4.25	32235	1.87
9780552131070	Sourcery	Terry Pratchett	3.83	36977	2.34
9780060502935	Going Postal	Terry Pratchett	4.32	51438	2.39
9780060012359	The Amazing Maurice and His Educated Rodents	Terry Pratchett	4.0	19219	1.6
9781435274785	Night Watch	Terry Pratchett	4.44	56086	2.23
9780060013165	Monstrous Regiment	Terry Pratchett	4.12	32908	2.27
9780061056901	Interesting Times	Terry Pratchett	4.15	16869	2.24
9780375708114	The elegant universe: superstrings, hidden dimensions, and the quest for the ultimate theory	Brian Greene	4.06	41061	2.74
9780330519014	Room: A Novel	Emma Donoghue	3.95	293557	1.97
9781400078677	The Island at the Center of the World: The Epic Story of Dutch Manhattan and the Forgotten Colony That Shaped America	Russell Shorto	4.12	3584	3.14
9781400096336	The Island at the Center of the World: The Epic Story of Dutch Manhattan and the Forgotten Colony That Shaped America	Russell Shorto	4.12	3584	3.14
9780345384560	A History of God: the 4000-year quest of Judaism, Christianity, and Islam	Karen Armstrong	3.85	19012	3.48
9780451224958	The Forgotten 500: The Untold Story of the Men Who Risked All for the Greatest Rescue Mission of World War II	Gregory A. Freeman	3.94	1716	2.13
9780554225999	The Diary of A U-Boat Commander	Anonymous	3.86	35	2.03
9781440095221	The Arabian Nights Entertainments: Consisting of One Thousand and One Stories, Told by the Sultaness of the Indies, ... Freely Transcribed from the Original Translation. ...	Anonymous	3.72	264	3.53
9780426113164	Doctor Who: Crusaders	David Whitaker	3.53	233	1.76
9780345311634	Star Wars: Lando Calrissian and the Flamewind of Oseon	L. Neil Smith	2.44	378	2.25
9780345391100	Star Wars: Lando Calrissian and the Mindharp of Sharu	L. Neil Smith	3.26	1220	2.25
9780345311641	Star Wars: Lando Calrissian and the Starcave of Thonboka	L. Neil Smith	2.5	397	2.25
9780451160447	Christine	Stephen King	3.65	110635	2.87
9780451177094	Dolores Claiborne	Stephen King	3.72	68183	1.99
9780743412285	Pet Sematary	Stephen King	3.81	186108	2.75
9780671039752	Salem's Lot	Stephen King	3.94	165172	2.87
9780199538003	Rights of Man	Thomas Paine; Mark Philp	4.0	139	2.96
9781434499387	Gather, Darkness!	Fritz Leiber	3.74	436	2.64
9780606251372	Citizen Soldiers: The U.S. Army from the Normandy Beaches to the Buldge to the Surrender of Germany Jun 7, 1994-May 7, 1945	Stephen E. Ambrose	4.15	11327	1.96
9780743464116	Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest	Stephen E. Ambrose	4.41	41410	1.91
9780061177590	Women	Charles Bukowski	3.93	27020	1.87
9780553578737	Star Wars: I, Jedi	Michael A. Stackpole	3.94	7427	2.52
9780553568028	Star Wars: X-wing: Wedge's Gamble	Michael A. Stackpole	3.91	6759	2.36
9780743269513	Seven habits of highly effective people	Stephen R. Covey	3.94	172891	2.38
9780679454472	The vampire Armand	Anne Rice	3.71	45144	2.71
9780676975970	Blood canticle	Anne Rice	3.68	14773	2.44
9780676975420	Blackwood Farm	Anne Rice	3.83	21137	2.64
9780676974386	Blood and Gold	Anne Rice	3.85	22199	2.29
9780375430770	Merrick	Anne Rice	3.67	27196	2.16
9780132366786	The theory of almost everything: the Standard Model, the unsung triumph of modern physics	Robert Oerter	4.04	206	2.38
9780670063260	On The Road	Jack Kerouac	3.67	199592	2.6
9780141021898	A History of Christianity: The First Three Thousand Years	Diarmaid MacCulloch	4.06	1706	4.26
9780345428592	Star Wars: Agents of Chaos II: Jedi Eclipse	James Luceno	3.54	3615	2.76
9780345477323	Star Wars: Dark Lord: The Rise of Darth Vader	James Luceno	3.86	4060	2.39
9780345428608	Star Wars: Agents of Chaos I: Hero's trial	James Luceno	3.6	4298	2.7
9780345475725	Star Wars: Labyrinth of Evil	James Luceno	3.85	3371	2.58
9781401323226	Fannie's Last Supper: Re-creating One Amazing Meal from Fannie Farmer's 1896 Cookbook	Christopher Kimball	3.19	303	2.6
9780446677967	The City and the Stars and the Sands of Mars	Arthur C. Clarke	4.01	243	2.55
9780345350688	The autobiography of Malcolm X	Malcolm X; Alex Haley	4.25	77278	2.75
9780071626538	Numbers Rule Your World: The Hidden Influence of Probabilities and Statistics on Everything You Do	Kaiser Fung	3.33	400	2.64
9780385533416	Solar	Ian McEwan	3.19	13553	2.89
9780380796335	Getting Pregnant Naturally: Healthy Choices To Boost Your Chances Of Conceiving Without Fertility Drugs	Winifred Conkling	3.38	13	2.6
9780786865659	Home: A Memoir of My Early Years	Julie Andrews	3.88	6320	2.61
9780307354280	A Tragic Legacy: How a Good Vs. Evil Mentality Destroyed the Bush Presidency	Glenn Greenwald	3.73	176	2.84
9781400031573	Faceless Killers	Henning Mankell	3.75	28328	1.8
9781741661231	Charlie Bone and the Hidden King	Jenny Nimmo	3.95	13404	1.77
9780439545266	Charlie Bone and the invisible boy	Jenny Nimmo	3.87	12958	1.66
9781405225441	Charlie Bone and the Time Twister	Jenny Nimmo	3.87	12862	1.56
9781405224659	Charlie Bone and the Castle of Mirrors	Jenny Nimmo	3.87	15612	1.75
9780606076692	Tunnels	Brian Williams; Roderick Gordon	3.51	8850	2.64
9780545096362	Deeper (Tunnels)	Brian Williams; Roderick Gordon	3.9	4520	2.81
9780345282514	Star Wars: Han Solo at Stars' End	Brian Daley	3.38	1818	2.44
9780345284754	Star Wars: Han Solo's Revenge	Brian Daley	3.29	1359	2.37
9780345287106	Star Wars: Han Solo and the Lost Legacy	Brian Daley	3.18	963	2.43
9780684872964	Millionaire: The Philanderer, Gambler, and Duelist Who Invented Modern Finance	Janet Gleeson	3.63	142	2.8
1592403204	I'll Drink to That: Beaujolais and the French Peasant Who Made It the World's Most Popular Wine	Rudolph Chelminski	3.43	35	3.19
9781437958850	X-Treme Latin: Lingua Latina Extrema: All the Latin You Need to Know for Surviving the 21st Century	Henry Beard	0	0	2.37
9781580627337	The everything Thai cookbook: from Pad Thai to lemongrass chicken skewers, 300 tasty, tempting Thai dishes you can make at home	Jennifer Malott Kotylo	0	0	2.19
9780743445054	Wild Cards: Deuces Down	George R. R. Martin; Michael Cassutt	3.54	251	2.35
9780553568721	Star Wars: The Truce at Bakura	Kathy Tyers	3.31	6908	2.34
9780393078299	Quantum: Einstein, Bohr and the Great Debate About the Nature of Reality	Manjit Kumar	4.14	2483	2.79
9780061774157	Fifth Avenue, 5 A.M.: Audrey Hepburn, Breakfast at Tiffany's, and the Dawn of the Modern Woman	Sam Wasson	3.61	3206	2.44
9780452283183	Top secret recipes: sodas, smoothies, spirits, & shakes : creating cool kitchen clones of America's favorite brand-name drinks	Todd Wilbur	3.77	53	1.85
9781596922136	A Map of Glass	Jane Urquhart	3.53	598	2.3
9780316152440	Trunk music	Michael Connelly	4.09	22797	1.96
9780312384395	Kill Bin Laden: a Delta Force Commander's account of the hunt for the world's most wanted man	Dalton Fury	3.97	1039	2.34
9780465014910	The death and life of the great American school system: how testing and choice are undermining education	Diane Ravitch	4.08	2830	2.65
0345290240	The Sword of Shannara	Terry Brooks	3.74	39522	2.47
9780345435736	High druid of Shannara: Jarka Ruus	Terry Brooks	3.92	8208	2.15
1841495476	The First King of Shannara	Terry Brooks	3.9	19438	2.33
0345444817	Ilse Witch	Terry Brooks	3.91	10623	2.29
1841495441	Running with the Demon	Terry Brooks	3.93	13688	2.23
034548410X	Armageddon's Children	Terry Brooks	4.07	8669	2.1
9780345427656	Star Wars: Episode I: The Phantom Menace	Terry Brooks; George Lucas	3.48	8375	2.07
9781841495835	Bearers of the Black Staff	Terry Brooks	3.97	4930	2.07
9780440483076	The story of Doctor Dolittle: being the history of his peculiar life at home and astonishing adventures in foreign parts	Hugh Lofting	3.97	28650	1.27
9780440400028	The Voyages of Doctor Dolittle	Hugh Lofting	3.98	7987	1.81
9780199536399	The Idiot	Fyodor Dostoyevsky	4.15	54450	2.78
9780553212167	The Brothers Karamazov	Fyodor Dostoyevsky; Andrew R. MacAndrew	4.27	114060	3.04
9780679729259	The Brothers Karamazov: A Novel in Four Parts With Epilogue	Fyodor Dostoyevsky; Richard Pevear; Larissa Volokhonsky	4.27	114062	3.22
9780385515344	Panama fever: the epic story of one of the greatest human achievements of all time--the building of the Panama Canal	Matthew Parker	3.68	260	2.98
9780137142934	The Options Trading Body of Knowledge: The Definitive Source for Information About the Options Industry	Michael C. Thomsett	4.33	3	1.34
9781592402977	Tommy's Honor: The Story of Old Tom Morris and Young Tom Morris, Golf's Founding Father and Son	Kevin Cook	4.22	91	2.71
9780310283836	The Myth of a Christian Religion: Losing Your Religion for the Beauty of a Revolution	Gregory A. Boyd	4.14	187	2.33
9780310267317	The Myth of a Christian Nation: How the Quest for Political Power Is Destroying the Church	Gregory A. Boyd	4.13	1152	2.49
9780061708718	Larry's Kidney: Being the True Story of How I Found Myself in China with My Black Sheep Cousin and His Mail-Order Bride, Skirting the Law to Get Him a Transplant--and Save His Life	Daniel Asa Rose	3.18	260	2.8
9780373775156	Too Good to Be True	Kristan Higgins	3.92	11216	2.31
9781591843160	Linchpin: Are You Indispensable?	Seth Godin	3.89	14833	2.31
9780451226303	Ghouls Just Haunt to Have Fun	Victoria Laurie	4.02	3011	1.83
9781442015036	Starship Troopers	Robert A. Heinlein	3.96	87689	2.28
9780345514240	House of Reckoning	John Saul	3.78	1730	1.86
9780307266309	Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen	Christopher McDougall	4.29	66287	2.66
9780140455113	The Republic	Plato	3.84	77079	3.07
9780345428691	Star Wars: Dark Journey	Elaine Cunningham	3.62	4408	2.1
9780345368751	Foucault's pendulum	Umberto Eco	3.88	34640	3.58
9780805087499	Bright-sided: how the relentless promotion of positive thinking has undermined America	Barbara Ehrenreich	3.67	4868	2.72
9780142411599	Epic	Conor Kostick	3.94	3379	2.11
9780307463654	The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman	Timothy Ferriss	3.71	10930	3.29
9780307465351	The 4-Hour Workweek, Expanded and Updated: Escape 9-5, Live Anywhere, and Join the New Rich	Timothy Ferriss	3.74	38117	2.63
9781592405763	The Ones Who Hit the Hardest: The Steelers, the Cowboys, the '70s, and the Fight for America's Soul	Chad Millman; Shawn Coyne	3.83	234	2.38
9780767931977	Love Is the Best Medicine: What Two Dogs Taught One Veterinarian about Hope, Humility, and Everyday Miracles	Nicholas Trout; Dr. Nick Trout	3.93	580	2.66
9780385491181	The Vietnam Reader: The Definitive Collection of American Fiction and Nonfiction on the War	Stewart O'Nan	4.13	113	2.92
9780802715357	The suspicions of Mr. Whicher: a shocking murder and the undoing of a great Victorian detective	Kate Summerscale	3.4	9806	2.81
9780061988349	Lost in Shangri-La: A True Story of Survival, Adventure, and the Most Incredible Rescue Mission of World War II	Mitchell Zuckoff	3.78	14342	2.39
9781400064199	The Devil's Company: A Novel	David Liss	3.92	1853	2.54
9781580629546	The everything Chinese cookbook: from wonton soup to sweet and sour chicken -- 300 succulent recipes from the Far East	Rhonda Lauret Parkinson	0	0	2.02
9781598692426	The Everything Stir-Fry Cookbook: 300 Fresh and Flavorful Recipes the Whole Family Will Love	Rhonda Lauret Parkinson	2.88	8	2.01
9780143106210	The Penguin Book of Victorian Women in Crime: Forgotten Cops and Private Eyes from the Time of Sherlock Holmes	Michael Sims	3.74	94	2.72
9780374350550	More About Boy: Roald Dahl's Tales From Childhood	Roald Dahl; Quentin Blake	4.18	227	1.72
9780670033843	The Singularity Is Near: When Humans Transcend Biology	Ray Kurzweil	3.91	4398	3.62
9780590445115	13 Ghosts: Strange but True Stories	Will Osborne	3.58	79	0.93
9780753819999	Turkish Gambit	Boris Akunin	3.89	3146	2.42
9781411415935	The Picture of Dorian Gray	Oscar Wilde	4.07	25545	2.41
9780743419505	Diplomatic Implausibility	Keith R. A. DeCandido	3.66	128	1.91
9780385521383	New York: the novel	Edward Rutherfurd	4.05	13208	2.68
9780312536633	The Forever War	Joe Haldeman	4.12	59488	2.35
9780316545310	A world lit only by fire: the medieval mind and the Renaissance : portrait of an age	William Manchester	3.87	5848	3.34
9780307410269	American Lightning: Terror, Mystery, the Birth of Hollywood, and the Crime of the Century	Howard Blum	3.44	1296	2.46
9780451166890	The Pillars of the Earth	Ken Follett	4.26	318071	3.02
9780861713806	Hardcore Zen: Punk Rock, Monster Movies & the Truth About Reality	Brad Warner	4.07	3003	2.09
9780060758288	Shaman's Crossing: Book One of The Soldier Son Trilogy	Robin Hobb	3.37	11263	2.9
9780060758295	Forest Mage	Robin Hobb	3.3	8685	2.92
9780812978193	The Waterworks	E. L. Doctorow	3.42	1529	2.71
0553898272	Red Mars	Kim Stanley Robinson	3.8	28488	3.06
0553898299	Blue Mars	Kim Stanley Robinson	3.88	12683	3.5
0553898280	Green Mars	Kim Stanley Robinson	3.88	16929	3.22
9780307409065	The Fourth Star: Four Generals and the Epic Struggle for the Future of the United States Army	David Cloud; Greg Jaffe	3.88	302	2.42
9780375709159	Driving Over Lemons: An Optimist in Spain	Chris Stewart	3.72	5497	2.6
9780385337939	A Painted House	John Grisham	3.61	48164	1.92
9780385339087	The client	John Grisham	3.9	218995	2.0
9781558322035	The Ultimate Rice Cooker Cookbook: 250 No-Fail Recipes for Pilafs, Risottos, Polenta, Chilis, Soups, Porridges, Puddings and More, from Start to Finish in Your Rice Cooker	Beth Hensperger; Julie Kaufmann	3.72	290	2.63
9780060589288	Eleven Minutes	Paulo Coelho	3.7	73013	1.72
9780060832810	The Zahir: A Novel of Obsession	Paulo Coelho	3.56	37980	1.74
9780061338816	The Witch of Portobello	Paulo Coelho; Margaret Jull Costa	3.49	39876	1.85
9780061122415	The Alchemist	Paulo Coelho	3.74	828446	1.29
9780007306084	The Winner Stands Alone	Paulo Coelho	3.38	16691	2.1
9780060930134	The Fifth Mountain	Paulo Coelho	3.61	20804	1.61
9780007222568	Veronika Decides to Die	Paulo Coelho	3.69	83460	0.97
9780812969672	The Laurel's Kitchen Bread Book: A Guide to Whole-Grain Breadmaking	Laurel Robertson; Carol Flinders; Bronwen Godfrey	4.08	238	2.68
9780553572735	Star Wars: The Black Fleet Crisis: Before the Storm	Michael P. Kube-McDowell	3.19	3691	2.2
9781420124590	Lisa Jackson's Bentz & Montoya Bundle: Hot Blooded, Cold Blooded, Shiver, Absolute Fear, Lost Souls, Malice, & an Exclusive Extended Excerpt From Devious	Lisa Jackson	4.57	30	3.52
9780375421778	What Just Happened: A Chronicle From the Information Frontier	James Gleick	3.32	113	3.56
9781602851542	An Ordinary Man	Paul Rusesabagina; Tom Zoellner	4.25	2525	2.01
9780061097935	A God in Ruins	Leon Uris	3.17	820	2.69
9781590513132	The Unit	Ninni Holmqvist; Marlaine Delargy	3.73	3447	1.88
9780330453677	Into the wild	Jon Krakauer	3.89	408616	2.62
9780345524829	All That Is Bitter and Sweet	Ashley Judd	3.54	2619	2.92
0345300742	The Source of Magic	Piers Anthony	3.82	15571	2.57
0345418573	Golem in the Gears	Piers Anthony	3.63	8500	2.11
0345297709	Centaur Aisle	Piers Anthony	3.73	12801	2.66
0345335996	A Spell for Chameleon	Piers Anthony	3.91	23360	2.58
0345324358	Castle Roogna	Piers Anthony	3.81	15942	2.59
0345418557	Dragon on a Pedestal	Piers Anthony	3.68	9158	2.53
0356121011	Crewel Lye: A Caustic Yarn	Piers Anthony	3.66	8866	2.49
0345335090	Ogre, Ogre	Piers Anthony	3.68	11463	2.65
034530456X	Night Mare	Piers Anthony	3.77	12322	2.52
9780446611817	Secret Sanction	Brian Haig	4.05	1429	2.52
9780440238492	Eldest	Christopher Paolini	3.92	186022	2.85
9780520247093	The history of terrorism: from antiquity to al Qaeda	Gérard Chaliand; Arnaud Blin	3.34	47	3.44
0553560719	Dark Force Rising	Timothy Zahn	4.1	26216	2.13
0553296124	Heir To The Empire	Timothy Zahn	4.07	33964	2.1
9780345509628	Star Wars: Death Troopers	Joe Schreiber	3.6	3262	2.24
9780470638248	The Devil's Casino: Friendship, Betrayal, and the High Stakes Games Played Inside Lehman Brothers	Vicky Ward	3.27	205	2.34
9781416544609	In the Still of the Night: The Strange Death of Ronda Reynolds and Her Mother's Unceasing Quest for the Truth	Ann Rule	3.68	1527	2.12
9780061567087	Children of Dust: A Memoir of Pakistan	Ali Eteraz	3.44	324	2.63
9780486420493	The House of Mirth	Edith Wharton	3.93	48291	3.14
9780060558123	American Gods	Neil Gaiman	4.1	281781	2.71
9780060853983	Good Omens	Neil Gaiman; Terry Pratchett	4.27	197175	2.56
9780060515188	Anansi Boys	Neil Gaiman	3.97	106761	2.33
9780061689246	Stardust	Neil Gaiman	4.04	177014	2.19
9781905548675	It Is Just You - Everythings Not Shit	Stack Steve	3.38	65	2.13
9780071600316	Prescription Alternatives: Hundreds of Safe, Natural, Prescription-Free Remedies to Restore and Maintain Your Health	Earl Mindell; Virginia Hopkins	3.48	21	4.68
9780345525178	The Balkan Escape (Short Story): A Cassiopeia Vitt Adventure	Steve Berry	3.63	1696	1.24
9781439189030	A Time to Betray: The Astonishing Double Life of a CIA Agent Inside the Revolutionary Guards of Iran	Reza Kahili	4.11	632	2.1
9780307379214	Gryphon: New and Selected Stories	Charles Baxter	3.85	473	2.76
9780743276825	Riding Rockets	Mike Mullane	4.16	1303	2.93
